_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_is_the_function_of_this_citation,what_is_the_function_of_this_citation:confidence,article,current,link,marker,next,previous,what_is_the_function_of_this_citation_gold
1139042769,false,finalized,3,1/23/2017 16:52:43,CoCo,0.6528,W14-0118,"In order to do this, we compare the correlations that Pedersen (2010) reports when calculating the correlations between the original gold standards and the scores from the six similarity measures using WordNet::Similarity to the same procedure but using the WordNetTools to compute the similarity scores.",http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2010),"We used the following settings for WordNetTools:7 -lmf-file Path to WordNet in LMF format -pos no pos-filter was used -relations has hypernym, has hyperonym, -input path to English gold standards -pairs ""words"" -method all.",can we reproduce the results of WordNet::Similarity with the original WordNet database with WordnetTools with the WordnetLMF version of the English WordNet.,
1139042770,false,finalized,3,1/23/2017 16:09:58,Neut,0.6548,W14-0118,Table 3: Comparison of the results by Pedersen (2010) and the replication of these results using Wordnet-LMF and the WordnetToolkit,http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2010),"7The depth parameter is set to 19, For more information, we refer to section 6.",SM McPed McWT diff RgPed RgWT diff path 0.68 0.72 -0.04 0.69 0.78 -0.09 lch 0.71 0.72 -0.01 0.70 0.78 -0.08 wup 0.74 0.74 0.00 0.69 0.78 -0.09 res 0.74 0.75 -0.01 0.69 0.76 -0.07 jcn 0.72 0.65 0.07 0.51 0.56 -0.05 lin 0.73 0.67 0.06 0.58 0.60 -0.02,
1139042771,false,finalized,3,1/23/2017 16:42:25,Pos,0.6566,W14-0118,"The results show that for both gold standards, we approach the correlations that are reported by Pedersen (2010), but that there are probably still differences in the implementation of the measures that lead to different output values.",http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2010),6 Discussion,"7The depth parameter is set to 19, For more information, we refer to section 6.",
1139042772,false,finalized,3,1/23/2017 16:15:39,Neut,1.0,W14-0118,"Given the fact that this was also the case for the Spanish and English intuitions, as discussed by Hassan and Mihalcea (2009), it might be the case the people with different mother tongues have a shared sense of similarity of meaning.",http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2009),It should be noted that all speakers from the different languages share a similar Western background.,"Firstly, the correlations between the English and Dutch gold standards are very high.",
1139042773,false,finalized,3,1/23/2017 16:59:13,Neut,1.0,W14-0118,"This in itself is not surprising, given the fact that Fokkens et al (2013) showed that even replicating the results that Pedersen (2010) reports can be challenging.",http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2013),"They showed that even if the main properties are kept stable, such as software and versions of software, variations in minor properties can lead to completely different outcomes.","Finally, the differences between the scores from the WordNet::Similarity package and the WordNetTools show that we did not reproduce the results exactly.",
1139042774,false,finalized,3,1/23/2017 16:44:58,Neut,1.0,W14-0118,"This in itself is not surprising, given the fact that Fokkens et al (2013) showed that even replicating the results that Pedersen (2010) reports can be challenging.",http://www.aclweb.org/anthology/W/W14/W14-0118.pdf,(2010),"They showed that even if the main properties are kept stable, such as software and versions of software, variations in minor properties can lead to completely different outcomes.","Finally, the differences between the scores from the WordNet::Similarity package and the WordNetTools show that we did not reproduce the results exactly.",
1139042775,false,finalized,3,1/23/2017 16:30:31,Pos,1.0,S13-2019,"One of most frequently used semantic network is the Princeton's WordNet (Fellbaum, 1998) which groups words into synonyms sets (called synsets) and includes 26 semantic relations between those synsets, including: hypernymy, hyponymy, meronymy, entailment ... To measure relatedness, most of those approaches rely on the structure of the semantic network, such as the semantic link path, depth (Leacock and Chodorow, 1998; Wu and Palmer, 1994), direction (Hirst and St-Onge, 1998), or type (Tsatsaronis et al., 2010).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Fellbaum, 1998)",Our phrasal semantic relatedness approach is inspired from those methods.,Knowledge-based approaches to semantic relatedness use the features of the knowledge base to measure the relatedness.,
1139042776,false,finalized,3,1/23/2017 16:32:37,Neut,0.7042,S13-2019,"One of most frequently used semantic network is the Princeton's WordNet (Fellbaum, 1998) which groups words into synonyms sets (called synsets) and includes 26 semantic relations between those synsets, including: hypernymy, hyponymy, meronymy, entailment ... To measure relatedness, most of those approaches rely on the structure of the semantic network, such as the semantic link path, depth (Leacock and Chodorow, 1998; Wu and Palmer, 1994), direction (Hirst and St-Onge, 1998), or type (Tsatsaronis et al., 2010).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Leacock and Chodorow, 1998",Our phrasal semantic relatedness approach is inspired from those methods.,Knowledge-based approaches to semantic relatedness use the features of the knowledge base to measure the relatedness.,
1139042777,false,finalized,3,1/23/2017 16:24:49,Neut,0.6729,S13-2019,"One of most frequently used semantic network is the Princeton's WordNet (Fellbaum, 1998) which groups words into synonyms sets (called synsets) and includes 26 semantic relations between those synsets, including: hypernymy, hyponymy, meronymy, entailment ... To measure relatedness, most of those approaches rely on the structure of the semantic network, such as the semantic link path, depth (Leacock and Chodorow, 1998; Wu and Palmer, 1994), direction (Hirst and St-Onge, 1998), or type (Tsatsaronis et al., 2010).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"Wu and Palmer, 1994)",Our phrasal semantic relatedness approach is inspired from those methods.,Knowledge-based approaches to semantic relatedness use the features of the knowledge base to measure the relatedness.,
1139042778,false,finalized,3,1/24/2017 05:52:54,Neut,0.6497,S13-2019,"One of most frequently used semantic network is the Princeton's WordNet (Fellbaum, 1998) which groups words into synonyms sets (called synsets) and includes 26 semantic relations between those synsets, including: hypernymy, hyponymy, meronymy, entailment ... To measure relatedness, most of those approaches rely on the structure of the semantic network, such as the semantic link path, depth (Leacock and Chodorow, 1998; Wu and Palmer, 1994), direction (Hirst and St-Onge, 1998), or type (Tsatsaronis et al., 2010).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Hirst and St-Onge, 1998)",Our phrasal semantic relatedness approach is inspired from those methods.,Knowledge-based approaches to semantic relatedness use the features of the knowledge base to measure the relatedness.,
1139042779,false,finalized,3,1/23/2017 16:19:04,Neut,1.0,S13-2019,"One of most frequently used semantic network is the Princeton's WordNet (Fellbaum, 1998) which groups words into synonyms sets (called synsets) and includes 26 semantic relations between those synsets, including: hypernymy, hyponymy, meronymy, entailment ... To measure relatedness, most of those approaches rely on the structure of the semantic network, such as the semantic link path, depth (Leacock and Chodorow, 1998; Wu and Palmer, 1994), direction (Hirst and St-Onge, 1998), or type (Tsatsaronis et al., 2010).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Tsatsaronis et al., 2010)",Our phrasal semantic relatedness approach is inspired from those methods.,Knowledge-based approaches to semantic relatedness use the features of the knowledge base to measure the relatedness.,
1139042780,false,finalized,3,1/23/2017 16:04:32,Neut,0.6548,S13-2019,"ponym/hypernym relations but also all 26 available semantic relations found in WordNet in addition to relations extracted from each of the eXtended WordNet (Harabagiu et al., 1999) synset's logical form.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Harabagiu et al., 1999)","To implement our idea, we created a weighted and directed semantic network based on the relations of WordNet and eXtended WordNet.",Figure 1: Example of the semantic network around the word car.,
1139042781,false,finalized,3,1/23/2017 17:07:28,Pos,0.6441,S13-2019,"2The shortest path is based on an implementation of Dijkstras graph search algorithm (Dijkstra, 1959)",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Dijkstra, 1959)",109,1The weight can be seen as the cost of traversing an edge; hence a lower weight is assigned to a highly contributory relation.,
1139042782,false,finalized,3,1/23/2017 16:47:20,Neut,1.0,S13-2019,"Distributional similarity models rely on the distributional hypothesis (Harris, 1954) to represent a word by its context in order to compare word semantics.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Harris, 1954)","There are various approach for the selection, representation, and comparison of contextual data.",2.2 Distributional Similarity Model,
1139042783,false,finalized,3,1/23/2017 16:46:09,Neut,0.6825,S13-2019,"To go beyond lexical semantics and to represent phrases, a compositional model is created, some use the addition or multiplication of vectors such as Mitchell and Lapata (2008), or the use of tensor product to account for word order as in the work of Widdows (2008), or a more complex model as the work of Grefenstette and Sadrzadeh (2011).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,(2008),"In our model, we are inspired by those various work, and more specifically by the work of Mitchell and Lapata (2008).","Most use the vector space model to represent the context as dimensions in a vector space, where the feature are frequency of co-occurrence of the context words, and the comparison is usually the cosine similarity.",
1139042784,false,finalized,3,1/23/2017 16:24:49,Neut,0.6729,S13-2019,"To go beyond lexical semantics and to represent phrases, a compositional model is created, some use the addition or multiplication of vectors such as Mitchell and Lapata (2008), or the use of tensor product to account for word order as in the work of Widdows (2008), or a more complex model as the work of Grefenstette and Sadrzadeh (2011).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,(2008),"In our model, we are inspired by those various work, and more specifically by the work of Mitchell and Lapata (2008).","Most use the vector space model to represent the context as dimensions in a vector space, where the feature are frequency of co-occurrence of the context words, and the comparison is usually the cosine similarity.",
1139042785,false,finalized,3,1/23/2017 16:47:20,Neut,0.6824,S13-2019,"To go beyond lexical semantics and to represent phrases, a compositional model is created, some use the addition or multiplication of vectors such as Mitchell and Lapata (2008), or the use of tensor product to account for word order as in the work of Widdows (2008), or a more complex model as the work of Grefenstette and Sadrzadeh (2011).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,(2011),"In our model, we are inspired by those various work, and more specifically by the work of Mitchell and Lapata (2008).","Most use the vector space model to represent the context as dimensions in a vector space, where the feature are frequency of co-occurrence of the context words, and the comparison is usually the cosine similarity.",
1139042786,false,finalized,3,1/23/2017 16:28:16,Pos,1.0,S13-2019,"In our model, we are inspired by those various work, and more specifically by the work of Mitchell and Lapata (2008).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,(2008),"The compositional model is based on phrase words vectors addition, where each vector is composed of the collocation pointwise mutual information of the word up to a window of 3 words left and right of the main word.","To go beyond lexical semantics and to represent phrases, a compositional model is created, some use the addition or multiplication of vectors such as Mitchell and Lapata (2008), or the use of tensor product to account for word order as in the work of Widdows (2008), or a more complex model as the work of Grefenstette and Sadrzadeh (2011).",
1139042787,false,finalized,3,1/23/2017 16:16:48,Neut,1.0,S13-2019,"The corpus used to collect the features and their frequencies is the Web 1TB corpus (Brants and Franz, 2006).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Brants and Franz, 2006)","For the Interview to Formal Meeting example, the vector of the word interview is first created from the corpus of the top 1000 words collocating interview between the window of 1 to 3 words with their frequencies.","The compositional model is based on phrase words vectors addition, where each vector is composed of the collocation pointwise mutual information of the word up to a window of 3 words left and right of the main word.",
1139042788,false,finalized,3,1/23/2017 16:21:10,Neut,0.6738,S13-2019,"To transform the semantic relatedness measure to a semantic similarity classification one, we first calculated the semantic relatedness of each word-phrase in the training set, and used JRip, WEKA's (Witten et al., 1999) implementation of Cohen's RIPPER rule learning algorithm (Cohen and Singer, 1999), in order to learn a set of rules that can differentiate between a positive semantic similarity and a negative one.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Witten et al., 1999)","The classifier resulted in rules for the semantic network model based relatedness that could be summarized as follows: If the semantic relatedness of the word-phrase is over 61% then the similarity is positive, otherwise it is negative.","The task provided an English dataset of 15,628 word-phrases, 60% annotated for training and 40% for testing, with the goal of classifying each word-phrase as either positive or negative.",
1139042789,false,finalized,3,1/23/2017 16:24:11,Pos,0.6795,S13-2019,"To transform the semantic relatedness measure to a semantic similarity classification one, we first calculated the semantic relatedness of each word-phrase in the training set, and used JRip, WEKA's (Witten et al., 1999) implementation of Cohen's RIPPER rule learning algorithm (Cohen and Singer, 1999), in order to learn a set of rules that can differentiate between a positive semantic similarity and a negative one.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Cohen and Singer, 1999)","The classifier resulted in rules for the semantic network model based relatedness that could be summarized as follows: If the semantic relatedness of the word-phrase is over 61% then the similarity is positive, otherwise it is negative.","The task provided an English dataset of 15,628 word-phrases, 60% annotated for training and 40% for testing, with the goal of classifying each word-phrase as either positive or negative.",
1139042790,false,finalized,3,1/23/2017 16:11:13,Neut,0.6657,S13-2019,"Our approach for this task is a supervised approached based on two main components: first, the availability of the phrases most frequent collocating expressions in a large corpus, and more specifically the top 1000 phrases by frequency in Web 1TB corpus (Brants and Franz, 2006).",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Brants and Franz, 2006)","For example, for the phrase big picture, we collect the top 1000 phrases that come before and after the phrase in a corpus, those includes look at the, see the, understand the .....","For example, the phrase big picture is used literally in the sentence Click here for a bigger picture and figuratively in To solve this problem, you have to look at the bigger picture.",
1139042791,false,finalized,3,1/23/2017 16:09:58,Neut,1.0,S13-2019,"We use the training data and computed the three features (Frequent Collocation (FC), Semantic Relatedness word Before (SRB), and Semantic Relatedness word After (SRA), and used JRip, WEKA's (Witten et al., 1999) implementation of Cohen's RIPPER rule learning algorithm (Cohen and Singer, 1999) to learn a set of rule that differentiate between a figurative and literal phrase use.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Witten et al., 1999)","This method resulted in a set of rules that can be summarized as follows: if FC is equal to 0 and SRB < 75% then it is used literally in this context, else if FC is equal to 0 and SRA < 75% then it is is also used literally, otherwise it is used figuratively.","The data set contains a total of 1114 training instances, and 518 test instances.",
1139042792,false,finalized,3,1/23/2017 16:47:20,Neut,0.6559,S13-2019,"We use the training data and computed the three features (Frequent Collocation (FC), Semantic Relatedness word Before (SRB), and Semantic Relatedness word After (SRA), and used JRip, WEKA's (Witten et al., 1999) implementation of Cohen's RIPPER rule learning algorithm (Cohen and Singer, 1999) to learn a set of rule that differentiate between a figurative and literal phrase use.",http://www.aclweb.org/anthology/S/S13/S13-2019.pdf,"(Cohen and Singer, 1999)","This method resulted in a set of rules that can be summarized as follows: if FC is equal to 0 and SRB < 75% then it is used literally in this context, else if FC is equal to 0 and SRA < 75% then it is is also used literally, otherwise it is used figuratively.","The data set contains a total of 1114 training instances, and 518 test instances.",
1139042793,false,finalized,3,1/23/2017 16:42:25,Neut,0.6566,P08-1113,"One is to assume that the English term e1e2...en is given and use a search engine to retrieve text snippets containing e1e2...en from predominately non-English web pages (Nagata et al, 2001, Kwok et al, 2005).",http://www.aclweb.org/anthology/P/P08/P08-1113.pdf,"(Nagata et al, 2001, ","Another method (Cao et al, 2007) is to go through a nonEnglish corpus and collect all instances that match the parenthetical pattern in (4).",There have been two approaches to finding such parenthetical translations.,
1139042794,false,finalized,3,1/23/2017 16:46:09,Neut,0.648,P08-1113,"One is to assume that the English term e1e2...en is given and use a search engine to retrieve text snippets containing e1e2...en from predominately non-English web pages (Nagata et al, 2001, Kwok et al, 2005).",http://www.aclweb.org/anthology/P/P08/P08-1113.pdf,"Kwok et al, 2005)","Another method (Cao et al, 2007) is to go through a nonEnglish corpus and collect all instances that match the parenthetical pattern in (4).",There have been two approaches to finding such parenthetical translations.,
