_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_is_the_function_of_this_citation,what_is_the_function_of_this_citation:confidence,article,current,link,marker,next,previous,what_is_the_function_of_this_citation_gold
1157166547,false,finalized,3,2/12/2017 16:38:27,CoCo,1.0,W06-2204,"TPLEX's boundary detectors are similar to those learned by BWI (Freitag and Kushmerick, 2000).",http://www.aclweb.org/anthology/W/W06/W06-2204.pdf,"(Freitag and Kushmerick, 2000)","A boundary detector has two parts, a left pattern and a right pattern.","This strategy has previously been employed successfully (Freitag and Kushmerick, 2000; Ciravegna, 2001; Yangarber et al., 2002; Finn and Kushmerick, 2004).",
1157166548,false,finalized,3,2/12/2017 16:43:25,Pos,1.0,W06-2204,"For the CRF results, we used MALLET's SimpleTagger (McCallum, 2002), with each token encoded with a set of binary features (one for each observed literal, as well as the eight token generalizations).",http://www.aclweb.org/anthology/W/W06/W06-2204.pdf,"(McCallum, 2002)",Our results in Fig.,The results for ELIE were generated by the current implementation [http://smi.ucd.ie/aidan/Software.html].,
1157166549,false,finalized,3,2/12/2017 16:41:48,Neut,1.0,W15-2134,Schwartz et al (2012) is a systematic study of how representation choices in dependency annotation schemes affect their learnability for parsing.,http://www.aclweb.org/anthology/W/W15/W15-2134.pdf,(2012),"The choice points investigated, much like in the current paper, relate to the issue of headedness.",2 Related work,
1157166550,false,finalized,3,2/12/2017 16:42:15,CoCo,0.6553,W15-2134,"In terms of LAS, MaltParser (Nivre et al., 2007) performs best of the 3 parsers with SD, and MSTParser (McDonald et al., 2006) performs best with CoNLL.",http://www.aclweb.org/anthology/W/W15/W15-2134.pdf,"(Nivre et al., 2007)","In Nilsson et al (2006), the authors investigate the effects of two types of input transformation on the performance of MaltParser.","For all parsers and in most experiments (which explore several pipelines with different POS-tagging strategies), SD is easier to label (i.e., label accuracy scores are higher) and CoNLL is easier to structure (i.e., unlabeled attachment scores are higher).",
1157166551,false,finalized,4,2/12/2017 16:29:28,Neut,0.7424,W15-2134,"The first version annotated with the UD representation was released in 2015 (Nivre et al., 2015)1.",http://www.aclweb.org/anthology/W/W15/W15-2134.pdf,"(Nivre et al., 2015)",1http://universaldependencies.github.io/docs/,The result is the first human-checked largescale gold standard for syntactic dependency annotation of English text.,
1157166552,false,finalized,5,2/12/2017 16:27:27,Weak,0.6027,W15-2134,This creates an opportunity for losses that did not exist in the experiments of Schwartz et al (2012).,http://www.aclweb.org/anthology/W/W15/W15-2134.pdf,(2012),7 Conclusion,"Here, since the main concern is the design of a parsing representation that is meant simply as an intermediary step, all output has to be evaluated against the same gold standard.",
1157166553,false,finalized,4,2/12/2017 16:21:45,Pos,0.5063,S15-2109,"Indeed, if we look at the best performing systems from SemEval 2014 (Zhu et al., 2014), (Malandrakis et al., 2014), both make extensive use of these resources, including hundreds of thousands of features, special treatment for negation, multi-word expressions or special strings like emoticons.",http://www.aclweb.org/anthology/S/S15/S15-2109.pdf,"(Zhu et al., 2014)","In this paper we present the INESC-ID system for the 2015 SemEval message polarity classification task (Rosenthal et al., 2015).","However, state-of-the-art systems still largely depend on linguistic resources, extensive feature engineering and tuning.",
1157166554,false,finalized,3,2/12/2017 16:41:49,CoCo,0.6671,S15-2109,"Training employed conventional Stochastic Gradient Descent (Rumelhart et al., 1985) with mini-batch size 1 and random uniform initialization similar to (Glorot and Bengio, 2010).",http://www.aclweb.org/anthology/S/S15/S15-2109.pdf,"(Rumelhart et al., 1985)","After some initial experiments, it was determined that a learning rate of 0.01 and selecting the model with the best accuracy on the 20% set after 8 iterations led to the best results.","The parameters of subspace model in Equation 2, S and C were estimated to minimize the negative log-likelihood of the correct class.",
1157166555,false,finalized,4,2/12/2017 16:13:59,Pos,1.0,S15-2109,"We used the corpus of 52 million tweets used in (Owoputi et al., 2013) with the tokenizer described in the same work.",http://www.aclweb.org/anthology/S/S15/S15-2109.pdf,"(Owoputi et al., 2013)",The words that occurred less than 40 times in the data were discarded from the vocabulary.,"The embedding matrix E was trained in unsupervised fashion using the structured skip-gram model, described in Section 2.",
1157166556,false,finalized,3,2/12/2017 16:33:33,Pos,1.0,S15-2109,"To train the model, we used a negative sampling rate of 25 words, sampled from a multinomial of unigram word probabilities over all the vocabulary (Goldberg and Levy, 2014).",http://www.aclweb.org/anthology/S/S15/S15-2109.pdf,"(Goldberg and Levy, 2014)","Embeddings of 50, 200, 400 and 600 dimensions were trained.",The words that occurred less than 40 times in the data were discarded from the vocabulary.,
1157166557,false,finalized,4,2/12/2017 16:29:28,Neut,1.0,E09-1091,"In Cross-Language Information Retrieval (CLIR) systems, they play an even more important role as the accuracy of their transliterations is shown to correlate highly with the performance of the CLIR systems (Mandl and Womser-Hacker, 2005, Xu and Weischedel, 2005).",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Mandl and Womser-Hacker, 2005, ",Traditional methods for transliterations have not proven to be very effective in CLIR.,Named Entities (NEs) play a critical role in many Natural Language Processing and Information Retrieval (IR) tasks.,
1157166558,false,finalized,3,2/12/2017 16:41:50,CoCo,0.6647,E09-1091,"We show that MINT's performance is significantly better than a state of the art method (Klementiev and Roth, 2006).",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Klementiev and Roth, 2006)","Proceedings of the 12th Conference of the European Chapter of the ACL, pages 799-807, Athens, Greece, 30 March - 3 April 2009. c2009 Association for Computational Linguistics","We demonstrate MINT's effectiveness on 4 language pairs involving 5 languages (English, Hindi, Kannada, Russian, and Tamil) from 3 different language families, and its scalability on corpora of vastly different sizes (2,000 to 200,000 articles).",
1157166559,false,finalized,3,2/12/2017 16:41:48,Neut,1.0,E09-1091,"News stories are typically rich in NEs and therefore, comparable news corpora can be expected to contain NETEs (Klementiev and Roth, 2006; Tao et al., 2006).",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Klementiev and Roth, 2006","The large quantity and the perpetual availability of news corpora in many of the world's languages, make mining of NETEs a viable alternative to traditional approaches.","The ubiquitous availability of comparable news corpora in multiple languages suggests a promising alternative to Machine Transliteration, namely, the mining of Named Entity Transliteration Equivalents (NETEs) from such corpora.",
1157166560,false,finalized,5,2/12/2017 16:27:27,CoCo,0.6027,E09-1091,"In order to address this problem, different kinds of approaches have been taken, from learning transformation rules from dictionaries and applying the rules to find cross-lingual spelling variants (Pirkola et al., 2003), to learning translation lexicon from monolingual and/or comparable corpora (Fung, 1995; Al-Onaizan and Knight, 2002; Koehn and Knight, 2002; Rapp, 1996).",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Pirkola et al., 2003)","While these works have focused on finding translation equivalents of all class of words, we focus specifically on transliteration equivalents of NEs.","The limited coverage of dictionaries has been recognized as a problem in CLIR and MT (Demner-Fushman & Oard, 2002; Mandl & Womser-hacker, 2005; Xu &Weischedel, 2005).",
1157166561,false,finalized,3,2/12/2017 16:43:36,Neut,0.6607,E09-1091,"NETE discovery from comparable corpora using time series and transliteration model was proposed in (Klementiev and Roth, 2006), and extended for NETE mining for several languages in (Saravanan and Kumaran, 2007).",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Klementiev and Roth, 2006)","However, such methods miss vast majority of the NETEs due to their dependency on frequency signatures.","In contrast, our approach mines NETEs from article pairs that may not even have any parallel or nearly parallel sentences.",
1157166562,false,finalized,3,2/12/2017 16:33:33,Weak,0.6657,E09-1091,"NETE mining from comparable corpora using phonetic mappings was proposed in (Tao et al., 2006), but the need for language specific knowledge restricts its applicability across languages.",http://www.aclweb.org/anthology/E/E09/E09-1091.pdf,"(Tao et al., 2006)","We proposed the idea of mining NETEs from multilingual articles with similar content in (Udupa, et al., 2008).","In addition, (Klementiev and Roth, 2006) may not scale for large corpora, as they examine every word in the target side as a potential transliteration equivalent.",
1157166563,false,finalized,6,2/12/2017 16:27:17,Neut,0.5485,N12-1038,"Georgescul et al (2009) note that while WindowDiff technically penalizes false positives and false negatives equally, false positives are in fact more likely; a false positive error occurs anywhere were there are more computed boundaries than boundaries in the reference, while a false negative error can only occur when a boundary is missed.",http://www.aclweb.org/anthology/N/N12/N12-1038.pdf,(2009),"Consider figure 1, only 3 of the 8 windows contain a boundary; only those 3 windows may have false negatives (a missed boundary), while all other windows may contain false positives (too many boundaries).","Tasks requiring a uniform theme in a segment might tolerate false positives, while tasks requiring complete ideas or complete themes might accept false negatives.",
1157166564,false,finalized,3,2/12/2017 16:42:15,Pos,0.6657,P06-1009,"We use a conditional random field (CRF) sequence model, which allows for globally optimal training and decoding (Lafferty et al., 2001).",http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,"(Lafferty et al., 2001)",The inference algo,This paper presents an alternative discriminative method for word alignment.,
1157166565,false,finalized,3,2/12/2017 16:33:33,Pos,1.0,P06-1009,"We use L-BFGS, an iterative quasi-Newton optimisation method, which performs well for training log-linear models (Malouf, 2002; Sha and Pereira, 2003).",http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,"(Malouf, 2002",Each L-BFGS iteration requires the objective value and its gradient with respect to the model parameters.,"While the log-likelihood cannot be maximised for the parameters, A, in closed form, it is a convex function, and thus we resort to numerical optimisation to find the globally optimal parameters.",
1157166566,false,finalized,3,2/12/2017 16:38:27,CoCo,0.6782,P06-1009,"We use a similar graphical structure to the directed hidden Markov model (HMM) from GIZA++ (Och and Ney, 2003).",http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,"(Och and Ney, 2003)","This models one-to-many alignments, where each target word is aligned with zero or more source words.","Furthermore, the model allows regularisation using a prior over the parameters, a very effective and simple method for limiting over-fitting.",
1157166567,false,finalized,5,2/12/2017 16:29:53,Pos,0.8315,P06-1009,We use the refined method from Och and Ney (2003) which starts from the intersection of the two models' predictions and 'grows' the predicted alignments to neighbouring alignments which only appear in the output of one of the models.,http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,(2003),4 Experiments,"In order to produce many-to-many alignments we combine the outputs of two models, one for each translation direction.",
1157166568,false,finalized,3,2/12/2017 16:41:50,Pos,1.0,P06-1009,"For parameter tuning, we used the 17 sentence trial set from the Romanian-English corpus in the 2003 NAACL task (Mihalcea and Pedersen, 2003).",http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,"(Mihalcea and Pedersen, 2003)","For this task we have used the same test data as the competition entrants, and therefore can directly compare our results.","We used the original 37 sentence trial set for feature used these as our training and test sets, respectively.",
1157166569,false,finalized,3,2/12/2017 16:41:43,Pos,1.0,P06-1009,We follow Taskar et al (2005) by using the first 100 test sentences for training and the remaining 347 for testing.,http://www.aclweb.org/anthology/P/P06/P06-1009.pdf,(2005),"This means that our results should not be directly compared to those entrants, other than in an approximate manner.","Unlike the unsupervised entrants in the 2003 task, we require word-aligned training data, and therefore must cannibalise the test set for this purpose.",
1157166570,false,finalized,3,2/12/2017 16:29:17,Neut,0.7082,J98-3009,"After reviewing those that were employed by the Automatic Language Processing Advisory Committee (1966) and those that were designed in the early 1990s on behalf of ARPA, a major U.S. funding agency, the author concludes that translation quality cannot be defined in the abstract, mainly because there is no such thing as ""the correct translation,"" and pleads for an evaluation that explicitly takes into account the specific purpose for which a translation has been made.",http://www.aclweb.org/anthology/J/J98/J98-3009.pdf,(1966),"Now that I have gone through the individual papers, the obvious question is how much they contribute to the overall goal of the book, i.e., to help build a bridge between MT and translation theory.","251-263) is actually an exercise in metaevaluation, for the object of her evaluation is not any (group of) MT systems, but rather the criteria in terms of which MT systems are commonly evaluated.",
1157166571,false,finalized,3,2/12/2017 16:40:00,Neut,1.0,P15-2128,"Banea et al (2008) follow this approach, translating an annotated corpus via MT.",http://www.aclweb.org/anthology/P/P15/P15-2128.pdf,(2008),Balamurali et al (2012) use linked Wordnets to,The corpus transfer approach consists of transferring a source training corpus into the target language and building a corpus-based classifier in the target language.,
1157166572,false,finalized,3,2/12/2017 17:00:34,Pos,1.0,P15-2128,"We performed the experiments with the weka toolkit (Hall et al., 2009), using a filter to convert strings into word vectors, and two learning algorithms: SVMs and bagging with Fast Decision Tree Learner as base algorithm.",http://www.aclweb.org/anthology/P/P15/P15-2128.pdf,"(Hall et al., 2009)",Figure 4 represents the experiments conducted with the EN test set.,bels.,
1157166573,false,finalized,3,2/12/2017 17:52:36,Pos,0.6346,P15-2128,"However, Balahur and Turchi (2014) conclude that MT systems can be used to build sentiment analysis systems that can obtain comparable performances to the one obtained for English.",http://www.aclweb.org/anthology/P/P15/P15-2128.pdf,(2014),All this work was performed at sentence or document level.,"In language pairs in which no high-quality MT systems are available, MT may not be an appropriate transfer method (Popat et al., 2013; Balamurali et al., 2012).",
1157166574,false,finalized,3,2/12/2017 16:35:14,Pos,0.6987,P15-2128,"We use the Moses statistical MT (SMT) toolkit (Koehn et al., 2007) to perform the translation.",http://www.aclweb.org/anthology/P/P15/P15-2128.pdf,"(Koehn et al., 2007)","In Moses, these reordering constraints are implemented with the zone and wall tags, as indicated in Figure 3.","That is, the text between the relevant segment boundaries is not reordered nor mixed with the text outside these boundaries.3 Thus the text in the target language segment comes only from the corresponding source language segment.",
1157166575,false,finalized,4,2/12/2017 16:29:28,Pos,1.0,P15-2128,"We used Moses Experiment Management System (Koehn, 2010) with all default options to build the SMT system.7 Because the common crawl corpus contained English sentences in the Spanish side, we applied an LM-based filter to select only sentence pairs in which the Spanish side was better scored by the Spanish LM than with the English LM, and conversely for the English side.",http://www.aclweb.org/anthology/P/P15/P15-2128.pdf,"(Koehn, 2010)",We conducted supervised sentiment classification experiments for settings a and b of use case I (see Section 2).,The LM was an interpolation of LMs trained with the target part of the parallel corpora and with the rest of the Booking and Trip Advisor data (last 2 rows of Table 2).,
1157166576,false,finalized,5,2/12/2017 16:29:53,Neut,0.6047,W97-0318,"The ability to distinguish states, e.g., ""Mark seems happy,"" from events, e.g., ""Renee ran down the street,"" is a necessary prerequisite for interpreting certain adverbial adjuncts, as well as identifying temporal constraints between sentences in a discourse (Moens and Steedman, 1988; Dorr, 1992; Klavans, 1994).",http://www.aclweb.org/anthology/W/W97/W97-0318.pdf,"(Moens and Steedman, 1988","Furthermore, stativity is the first of three fundamental temporal distinctions that compose the aspectual class of a clause.",1 Introduction,
1157166577,false,finalized,3,2/12/2017 18:15:58,Neut,0.6914,W97-0318,"Aspectual classification is a necessary component for a system that analyzes temporal constraints, or performs lexical choice and tense selection in machine translation (Moens and Steedman, 1988; Passonneau, 1988; Dorr, 1992; Klavans, 1994).",http://www.aclweb.org/anthology/W/W97/W97-0318.pdf,"(Moens and Steedman, 1988","Researchers have used empirical analysis of corpora to develop linguistically-based numerical indicators that aid in aspectual classification (Klavans and Chodorow, 1992; Siegel and McKeown, 1996).","Furthermore, stativity is the first of three fundamental temporal distinctions that compose the aspectual class of a clause.",
1157166578,false,finalized,3,2/12/2017 16:29:17,Neut,1.0,W97-0318,"and for the automatic identification of semantically related groups of words (Pereira, Tishby, and Lee, 1993; Hatzivassiloglou and McKeown, 1993).",http://www.aclweb.org/anthology/W/W97/W97-0318.pdf,"(Pereira, Tishby, and Lee, 1993","For more detail on the machine learning experiments described here, see Siegel (1997).",Table 4: Breakdown of verb occurrences.,
1157166579,false,finalized,3,2/12/2017 16:35:14,Neut,0.6987,W97-0318,"3Similar baselines for comparison have been used for many classification problems (Duda and Hart, 1973), e.g., part-of-speech tagging (Church, 1988; Allen, 1995).",http://www.aclweb.org/anthology/W/W97/W97-0318.pdf,"(Duda and Hart, 1973)",159,2This test was suggested by Judith Klavans (personal communication).,
1157166580,false,finalized,3,2/12/2017 16:38:27,Neut,0.6782,P11-2022,"A well-written document is coherent (Halliday and Hasan, 1976)- it structures information so that each new piece of information is interpretable given the preceding context.",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,"(Halliday and Hasan, 1976)","Models that distinguish coherent from incoherent documents are widely used in generation, summarization and text evaluation.",1 Introduction,
1157166581,false,finalized,3,2/12/2017 16:38:27,Pos,0.6611,P11-2022,"In addition to its first proposed application, sentence ordering for multidocument summarization, it has proven useful for story generation (McIntyre and Lapata, 2010), readability prediction (Pitler et al., 2010; Barzilay and Lapata, 2008) and essay scoring (Burstein et al., 2010).",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,"(McIntyre and Lapata, 2010)","It also remains a critical component in state-of-the-art sentence ordering models (Soricut and Marcu, 2006; Elsner and Charniak, 2008), which typically combine it with other independently-trained models.","Since its initial appearance (Lapata and Barzilay, 2005; Barzilay and Lapata, 2005), the entity grid has been used to perform wide variety of tasks.",
1157166582,false,finalized,3,2/12/2017 18:14:57,Weak,1.0,P11-2022,"Although some versions of the grid use an automatic coreference resolver, this often fails to improve results; in Barzilay and Lapata (2005), coreference improves results in only one of their target domains, and actually hurts for readability prediction.",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,(2005),"Their results, moreover, rely on running coreference on the document in its original order; in a summarization task, the correct order is not known, which will cause even more resolver errors.",We follow the -COREFERENCE setting from Barzilay and Lapata (2005) and perform heuristic coreference resolution by linking mentions which share a head noun.,
1157166583,false,finalized,4,2/12/2017 16:13:59,CoCo,0.4629,P11-2022,"In document discrimination (Barzilay and Lapata, 2005), we compare a document to a random permutation of its sentences, scoring the system correct if it prefers the original ordering4.",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,"(Barzilay and Lapata, 2005)","We also evaluate on the more difficult task of sentence insertion (Chen et al., 2007; Elsner and Charniak, 2008).","We test our model on two experimental tasks, both testing its ability to distinguish between correct and incorrect orderings for wSi articles.",
1157166584,false,finalized,3,2/12/2017 18:13:38,Neut,1.0,P11-2022,"Finding these is also necessary to maximize coreference recall (Elsner and Charniak, 2010).",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,"(Elsner and Charniak, 2010)",We give nonhead mentions the role X.,"This enables the model to pick up premodifiers in phrases like ""a Bush spokesman"", which do not head NPs in the Penn Treebank.",
1157166585,false,finalized,5,2/12/2017 16:29:53,Neut,0.5589,P11-2022,"7We train the regressor using OWLQN (Andrew and Gao, 2007), modified and distributed by Mark Johnson as part of the Charniak-Johnson parse reranker (Charniak and Johnson, 2005).",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,"(Andrew and Gao, 2007)",127,The standard entity grid estimates that such an entity will be the subject of the next sentence with a probability of about,
1157166586,false,finalized,3,2/12/2017 16:42:15,Pos,0.6852,P11-2022,"The best WSJ results in previous work are those of Elsner and Charniak (2008), who combine the entity grid with models based on pronoun coreference and discourse-new NP detection.",http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,(2008),We report their scores in the table.,This model is significantly better than the standard grid on discrimination (84% versus 80%) and has a higher mean score on insertion (24% versus 21%)8.,
1157166587,false,finalized,3,2/12/2017 17:52:36,Pos,1.0,P11-2022,We follow the -COREFERENCE setting from Barzilay and Lapata (2005) and perform heuristic coreference resolution by linking mentions which share a head noun.,http://www.aclweb.org/anthology/P/P11/P11-2022.pdf,(2005),"Although some versions of the grid use an automatic coreference resolver, this often fails to improve results; in Barzilay and Lapata (2005), coreference improves results in only one of their target domains, and actually hurts for readability prediction.","To construct a grid, we must first decide which textual units are to be considered ""entities"", and how the different mentions of an entity are to be linked.",
1157166588,false,finalized,3,2/12/2017 17:00:34,Pos,0.6416,J96-1003,There has been substantial work on spelling correction (see the excellent review by Kukich [1992]).,http://www.aclweb.org/anthology/J/J96/J96-1003.pdf,[1992],"All methods essentially enumerate plausible candidates that resemble the incorrect word, and use additional heuristics to rank the results.'",Spelling correction is an important application for error-tolerant recognition.,
1157166589,false,finalized,4,2/12/2017 16:21:45,Neut,1.0,J96-1003,"Kukich (1992), citing a number of studies, reports that typically 80% of misspelled words contain a single error of one of the unit operations, although",http://www.aclweb.org/anthology/J/J96/J96-1003.pdf,(1992),84,"For edit distance thresholds 1, 2, and 3, we selected 1,000 words at random from each word list and perturbed them by random insertions, deletions, replacements, and transpositions, so that each misspelled word had the required edit distance from the correct form.",
1157166590,false,finalized,3,2/12/2017 16:41:48,Pos,0.6956,D09-1160,"Kernel-based methods such as support vector machines (SVMs) consider feature combinations space-efficiently by using a polynomial kernel function (Cortes and Vapnik, 1995).",http://www.aclweb.org/anthology/D/D09/D09-1160.pdf,"(Cortes and Vapnik, 1995)","The kernelbased classification is, however, known to be very slow in NLP tasks, so efficient classifiers should sum up the weights of the explicit conjunctive features (Isozaki and Kazawa, 2002; Kudo and Matsumoto, 2003; Goldberg and Elhadad, 2008).","However, 'explicit' feature combinations significantly increase the feature space, which slows down not only training but also testing of the classifier.",
1157166591,false,finalized,3,2/12/2017 17:52:36,Pos,0.6535,D09-1160,"However, as Kazama and Tsujii (2005) have reported in a text categorization task and we later confirm in a dependency parsing task, when most features regarded as irrelevant during training E1-LLMs appear rarely in the task, we cannot greatly reduce the number of active features in each classification.",http://www.aclweb.org/anthology/D/D09/D09-1160.pdf,(2005),"In the end, when efficiency is a major concern, we must use exhaustive feature selection (Wu et al., 2007; Okanohara and Tsujii, 2009) or even restrict the order of conjunctive features at the expense of accuracy.","E1-regularized log-linear models (E1-LLMs), on the other hand, provide sparse solutions, in which weights of irrelevant features are exactly zero, by assuming a Laplacian prior on the weights (Tibshirani, 1996; Kazama and Tsujii, 2003; Goodman, 2004; Gao et al., 2007).",
1157166592,false,finalized,4,2/12/2017 16:19:44,Neut,0.5635,D09-1160,"Heuristic Kernel Expansion (SVM-HKE) To make the weight vector sparse, Kudo and Matsumoto (2003) proposed a heuristic method that filters out less useful features whose absolute weight values are less than a pre-defined threshold .2 They reported that increased threshold value  resulted in a dramatically sparse feature space Fd, which had the side-effects of accuracy degradation and classifier speed-up.",http://www.aclweb.org/anthology/D/D09/D09-1160.pdf,(2003),3 Proposed Method,"1) is O(|xd|), which is linear with respect to the number of active features in xd within the expanded feature space Fd.",
1157166593,false,finalized,5,2/12/2017 16:27:27,CoCo,0.6187,D09-1160,"This result conforms to the results reported in (Kudo and Matsumoto, 2003).",http://www.aclweb.org/anthology/D/D09/D09-1160.pdf,"(Kudo and Matsumoto, 2003)","The parsing speed reached 14,937 sentences per second with accuracy of 90.91% (SVM-HKE, d = 3, Q = 0.002).","Without fstries, little speed-up of SVM-HKE classifiers versus the SVM-KE classifiers (in Table 3) was obtained due to the mild reduction in the average number of active features |xd |in the classification.",
1157166594,false,finalized,3,2/12/2017 16:34:53,Pos,0.3531,D09-1160,"When we run our classifiers on resource-tight environments such as cell-phones, we can use a random feature mixing technique (Ganchev and Dredze, 2008) or a memory-efficient trie implementation based on a succinct data structure (Jacobson, 1989; Delpratt et al., 2006) to reduce required memory usage.",http://www.aclweb.org/anthology/D/D09/D09-1160.pdf,"(Ganchev and Dredze, 2008)","We will combine our method with other techniques that provide sparse solutions, for example, kernel methods on a budget (Dekel and Singer, 2007; Dekel et al., 2008; Orabona et al., 2008) or kernel approximation (surveyed in Kashima et al (2009)).","To speed up classifiers used in a real-time application, we can build fstries incrementally by using feature vectors generated from user inputs.",
